stage_id,decision_id,stage_sequence,stage_name,stage_timestamp,stage_status,metric_label,metric_value,payload_summary
STG-DEC-00164-02,DEC-00164,2,PREDICT,2026-08-12 21:00:10,COMPLETED,Predicted Dwell Blowout,84m turnaround (+39m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00164-03,DEC-00164,3,DIAGNOSE,2026-08-12 21:00:16,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS28
STG-DEC-00164-04,DEC-00164,4,OPTIMIZE,2026-08-12 21:00:22,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -29m recovery
STG-DEC-00164-05,DEC-00164,5,DECIDE,2026-08-12 21:00:28,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00164-06,DEC-00164,6,EXECUTE,2026-08-12 21:00:30,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00164-07,DEC-00164,7,VERIFY,2026-08-12 21:45:28,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00164-08,DEC-00164,8,LOG,2026-08-12 21:45:35,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00165-01,DEC-00165,1,SIGNAL,2026-08-13 03:00:14,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00165-02,DEC-00165,2,PREDICT,2026-08-13 03:00:23,COMPLETED,Predicted Dwell Blowout,94m turnaround (+29m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00165-03,DEC-00165,3,DIAGNOSE,2026-08-13 03:00:29,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS10
STG-DEC-00165-04,DEC-00165,4,OPTIMIZE,2026-08-13 03:00:35,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -21m recovery
STG-DEC-00165-05,DEC-00165,5,DECIDE,2026-08-13 03:00:41,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00165-06,DEC-00165,6,EXECUTE,2026-08-13 03:00:43,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00165-07,DEC-00165,7,VERIFY,2026-08-13 03:45:41,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00165-08,DEC-00165,8,LOG,2026-08-13 03:45:48,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00166-01,DEC-00166,1,SIGNAL,2026-08-13 05:59:53,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00166-02,DEC-00166,2,PREDICT,2026-08-13 06:00:02,COMPLETED,Predicted Dwell Blowout,109m turnaround (+37m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00166-03,DEC-00166,3,DIAGNOSE,2026-08-13 06:00:08,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00166-04,DEC-00166,4,OPTIMIZE,2026-08-13 06:00:14,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -27m recovery
STG-DEC-00166-05,DEC-00166,5,DECIDE,2026-08-13 06:00:20,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00166-06,DEC-00166,6,EXECUTE,2026-08-13 06:00:22,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00166-07,DEC-00166,7,VERIFY,2026-08-13 06:45:20,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00166-08,DEC-00166,8,LOG,2026-08-13 06:45:27,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00167-01,DEC-00167,1,SIGNAL,2026-08-13 08:00:11,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00167-02,DEC-00167,2,PREDICT,2026-08-13 08:00:20,COMPLETED,Predicted Dwell Blowout,85m turnaround (+27m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00167-03,DEC-00167,3,DIAGNOSE,2026-08-13 08:00:26,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS25
STG-DEC-00167-04,DEC-00167,4,OPTIMIZE,2026-08-13 08:00:32,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -20m recovery
STG-DEC-00167-05,DEC-00167,5,DECIDE,2026-08-13 08:00:38,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00167-06,DEC-00167,6,EXECUTE,2026-08-13 08:00:40,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00167-07,DEC-00167,7,VERIFY,2026-08-13 08:45:38,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00167-08,DEC-00167,8,LOG,2026-08-13 08:45:45,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00168-01,DEC-00168,1,SIGNAL,2026-08-13 14:59:58,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00168-02,DEC-00168,2,PREDICT,2026-08-13 15:00:07,COMPLETED,Predicted Dwell Blowout,65m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00168-03,DEC-00168,3,DIAGNOSE,2026-08-13 15:00:13,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS27
STG-DEC-00168-04,DEC-00168,4,OPTIMIZE,2026-08-13 15:00:19,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00168-05,DEC-00168,5,DECIDE,2026-08-13 15:00:25,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00168-06,DEC-00168,6,EXECUTE,2026-08-13 15:00:27,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00168-07,DEC-00168,7,VERIFY,2026-08-13 15:45:25,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00168-08,DEC-00168,8,LOG,2026-08-13 15:45:32,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00169-01,DEC-00169,1,SIGNAL,2026-08-13 19:00:16,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00169-02,DEC-00169,2,PREDICT,2026-08-13 19:00:25,COMPLETED,Predicted Dwell Blowout,80m turnaround (+8m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00169-03,DEC-00169,3,DIAGNOSE,2026-08-13 19:00:31,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00169-04,DEC-00169,4,OPTIMIZE,2026-08-13 19:00:37,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -6m recovery
STG-DEC-00169-05,DEC-00169,5,DECIDE,2026-08-13 19:00:43,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00169-06,DEC-00169,6,EXECUTE,2026-08-13 19:00:45,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00169-07,DEC-00169,7,VERIFY,2026-08-13 19:45:43,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00169-08,DEC-00169,8,LOG,2026-08-13 19:45:50,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00170-01,DEC-00170,1,SIGNAL,2026-08-14 08:00:06,COMPLETED,Trigger Received,Demand surge at PS28,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00170-02,DEC-00170,2,PREDICT,2026-08-14 08:00:15,COMPLETED,Predicted Dwell Blowout,56m turnaround (+11m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00170-03,DEC-00170,3,DIAGNOSE,2026-08-14 08:00:21,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS28
STG-DEC-00170-04,DEC-00170,4,OPTIMIZE,2026-08-14 08:00:27,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -8m recovery
STG-DEC-00170-05,DEC-00170,5,DECIDE,2026-08-14 08:00:33,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00170-06,DEC-00170,6,EXECUTE,2026-08-14 08:00:35,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00170-07,DEC-00170,7,VERIFY,2026-08-14 08:45:33,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00170-08,DEC-00170,8,LOG,2026-08-14 08:45:40,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00171-01,DEC-00171,1,SIGNAL,2026-08-14 11:00:04,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00171-02,DEC-00171,2,PREDICT,2026-08-14 11:00:13,COMPLETED,Predicted Dwell Blowout,78m turnaround (+13m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00171-03,DEC-00171,3,DIAGNOSE,2026-08-14 11:00:19,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at PS10
STG-DEC-00171-04,DEC-00171,4,OPTIMIZE,2026-08-14 11:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00171-05,DEC-00171,5,DECIDE,2026-08-14 11:00:31,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00171-06,DEC-00171,6,EXECUTE,2026-08-14 11:00:33,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00171-07,DEC-00171,7,VERIFY,2026-08-14 11:45:31,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00171-08,DEC-00171,8,LOG,2026-08-14 11:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00172-01,DEC-00172,1,SIGNAL,2026-08-14 15:00:14,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00172-02,DEC-00172,2,PREDICT,2026-08-14 15:00:23,COMPLETED,Predicted Dwell Blowout,79m turnaround (+7m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00172-03,DEC-00172,3,DIAGNOSE,2026-08-14 15:00:29,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at KOT-PS1
STG-DEC-00172-04,DEC-00172,4,OPTIMIZE,2026-08-14 15:00:35,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -5m recovery
STG-DEC-00172-05,DEC-00172,5,DECIDE,2026-08-14 15:00:41,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00172-06,DEC-00172,6,EXECUTE,2026-08-14 15:00:43,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00172-07,DEC-00172,7,VERIFY,2026-08-14 15:45:41,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00172-08,DEC-00172,8,LOG,2026-08-14 15:45:48,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00173-01,DEC-00173,1,SIGNAL,2026-08-15 05:59:56,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00173-02,DEC-00173,2,PREDICT,2026-08-15 06:00:05,COMPLETED,Predicted Dwell Blowout,73m turnaround (+8m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00173-03,DEC-00173,3,DIAGNOSE,2026-08-15 06:00:11,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00173-04,DEC-00173,4,OPTIMIZE,2026-08-15 06:00:17,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -6m recovery
STG-DEC-00173-05,DEC-00173,5,DECIDE,2026-08-15 06:00:23,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00173-06,DEC-00173,6,EXECUTE,2026-08-15 06:00:25,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00173-07,DEC-00173,7,VERIFY,2026-08-15 06:45:23,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00173-08,DEC-00173,8,LOG,2026-08-15 06:45:30,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00174-01,DEC-00174,1,SIGNAL,2026-08-15 11:00:04,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00174-02,DEC-00174,2,PREDICT,2026-08-15 11:00:13,COMPLETED,Predicted Dwell Blowout,80m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00174-03,DEC-00174,3,DIAGNOSE,2026-08-15 11:00:19,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00174-04,DEC-00174,4,OPTIMIZE,2026-08-15 11:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00174-05,DEC-00174,5,DECIDE,2026-08-15 11:00:31,BLOCKED,L1_ADVISORY Policy Check,Status: BLOCKED_BY_POLICY,Autonomy rule evaluation completed
STG-DEC-00174-06,DEC-00174,6,EXECUTE,2026-08-15 11:00:33,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00174-07,DEC-00174,7,VERIFY,2026-08-15 11:45:31,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00174-08,DEC-00174,8,LOG,2026-08-15 11:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00175-01,DEC-00175,1,SIGNAL,2026-08-15 14:00:17,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00175-02,DEC-00175,2,PREDICT,2026-08-15 14:00:26,COMPLETED,Predicted Dwell Blowout,101m turnaround (+43m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00175-03,DEC-00175,3,DIAGNOSE,2026-08-15 14:00:32,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS25
STG-DEC-00175-04,DEC-00175,4,OPTIMIZE,2026-08-15 14:00:38,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -32m recovery
STG-DEC-00175-05,DEC-00175,5,DECIDE,2026-08-15 14:00:44,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00175-06,DEC-00175,6,EXECUTE,2026-08-15 14:00:46,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00175-07,DEC-00175,7,VERIFY,2026-08-15 14:45:44,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00175-08,DEC-00175,8,LOG,2026-08-15 14:45:51,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00176-01,DEC-00176,1,SIGNAL,2026-08-15 19:59:56,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00176-02,DEC-00176,2,PREDICT,2026-08-15 20:00:05,COMPLETED,Predicted Dwell Blowout,82m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00176-03,DEC-00176,3,DIAGNOSE,2026-08-15 20:00:11,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00176-04,DEC-00176,4,OPTIMIZE,2026-08-15 20:00:17,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00176-05,DEC-00176,5,DECIDE,2026-08-15 20:00:23,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00176-06,DEC-00176,6,EXECUTE,2026-08-15 20:00:25,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00176-07,DEC-00176,7,VERIFY,2026-08-15 20:45:23,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00176-08,DEC-00176,8,LOG,2026-08-15 20:45:30,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00177-01,DEC-00177,1,SIGNAL,2026-08-15 23:00:05,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00177-02,DEC-00177,2,PREDICT,2026-08-15 23:00:14,COMPLETED,Predicted Dwell Blowout,85m turnaround (+20m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00177-03,DEC-00177,3,DIAGNOSE,2026-08-15 23:00:20,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00177-04,DEC-00177,4,OPTIMIZE,2026-08-15 23:00:26,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00177-05,DEC-00177,5,DECIDE,2026-08-15 23:00:32,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00177-06,DEC-00177,6,EXECUTE,2026-08-15 23:00:34,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00177-07,DEC-00177,7,VERIFY,2026-08-15 23:45:32,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00177-08,DEC-00177,8,LOG,2026-08-15 23:45:39,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00178-01,DEC-00178,1,SIGNAL,2026-08-16 11:00:08,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00178-02,DEC-00178,2,PREDICT,2026-08-16 11:00:17,COMPLETED,Predicted Dwell Blowout,78m turnaround (+6m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00178-03,DEC-00178,3,DIAGNOSE,2026-08-16 11:00:23,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00178-04,DEC-00178,4,OPTIMIZE,2026-08-16 11:00:29,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -4m recovery
STG-DEC-00178-05,DEC-00178,5,DECIDE,2026-08-16 11:00:35,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00178-06,DEC-00178,6,EXECUTE,2026-08-16 11:00:37,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00178-07,DEC-00178,7,VERIFY,2026-08-16 11:45:35,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00178-08,DEC-00178,8,LOG,2026-08-16 11:45:42,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00179-01,DEC-00179,1,SIGNAL,2026-08-16 16:00:01,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00179-02,DEC-00179,2,PREDICT,2026-08-16 16:00:10,COMPLETED,Predicted Dwell Blowout,88m turnaround (+30m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00179-03,DEC-00179,3,DIAGNOSE,2026-08-16 16:00:16,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at PS25
STG-DEC-00179-04,DEC-00179,4,OPTIMIZE,2026-08-16 16:00:22,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -22m recovery
STG-DEC-00179-05,DEC-00179,5,DECIDE,2026-08-16 16:00:28,BLOCKED,L3_APPROVAL_REQUIRED Policy Check,Status: BLOCKED_BY_POLICY,Autonomy rule evaluation completed
STG-DEC-00179-06,DEC-00179,6,EXECUTE,2026-08-16 16:00:30,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
